id,url_title,date,product_title,currency,product_price
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Laptop Computer, 16GB RAM 256GB SSD Laptops, 6500Y Processor (up to 3.4GHz), 15.6"" FHD IPS Display, Laptop for Student and Business, WiFi 5, BT 5.0, Sliver",$,239.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Lenovo IdeaPad Slim 3 Chromebook - 2024 - Lightweight Laptop - Waves MaxxAudio® Speakers - 14"" HD Display - HD 720p Camera - 4GB Memory - 64GB Storage - MediaTek Kompanio 520 - Abyss Blue",$,175.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Lenovo Slim 7i Aura Edition 2025 Copilot+ PC with Intel Core Ultra 7 258V Processor, 14” 100% DCI-P3 OLED Touchscreen, 32GB LPDDR5X-8533MT/s Memory, 1TB SSD, Wi-Fi 7, 5MP RGB+IR Cam, and Win 11 Pro",$,795.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"Samsung 14"" Galaxy Chromebook Go Laptop PC Computer, Intel Celeron N4500 Processor, 4GB RAM, 64GB Storage, ChromeOS, XE340XDA-KA2US, Student Laptop, Silver",$,187.0
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"acer Aspire 3 Premium Laptop Computer Featuring Backlit Keyboard | AMD Ryzen 5 7430U CPU | 32GB RAM | 1TB SSD | 15.6"" FHD Display | Webcam | Fast Wi-Fi 6 | Copilot AI Chat | Type-C | Windows 11 Pro",$,439.99
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"acer Aspire 3 Premium Slim Laptop Computer with Backlit Keyboard - AMD Ryzen 5 7430U CPU - 64GB RAM - 2TB SSD - 15.6"" FHD Display - Fast Wi-Fi 6 - Webcam - Copilot AI Chat - Windows 11 Pro",$,659.99
3,https://www.amazon.com/s?k=laptop&page=3,20251203,"laptop 16-inch , 8GB DDR 256GB SSD portable laptop computer, expandable to 1TB, Pentium quad-core CPU up to 2.64 GHz, 9000mAh battery, interface, USB3.0 interface, dual-band WiFi, webcam, slim laptops",$,199.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"AOC Laptop 15.6"" Full HD IPS Display Laptop Computer with N95 Processor, Work Laptops 16GB RAM 512GB SSD Windows 11 Laptop Business Computer Light&Thin, Metal Shell, Webcam, Type-C, USB 3.2",$,379.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"AOC Laptop Computer with N95 Processor(Up to 3.4GHz) 16GB RAM 512GB SSD Laptop, 15.6 Inch FHD Screen Laptops Windows 11 Laptop Computer, Light&Thin, Metal Shell, Webcam, Type-C, USB3.2, Grey",$,389.0
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"ASUS ExpertBook PM3 16” Business Laptop, AMD Ryzen AI 7 350 Processor, 32GB RAM, 1TB SSD, WiFi 7, Windows 11 Pro, Misty Grey, PM3606CKA-XS76",$,"1,259"
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"ASUS Vivobook 18 Laptop, 18” WUXGA 144Hz Display, AMD Ryzen 7 260 with XDNA NPU, AMD Radeon Graphics, 32GB RAM, 1TB SSD, Quiet Blue, M1807HA-DB79",$,"1,099"
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"Alienware 16 Aurora Laptop, 16"" WQXGA 120Hz Display, Intel Core 7-240H Series 2, NVIDIA GeForce RTX 5060 8GB GDDR7, 32GB DDR5 RAM, 1TB PCIe 4.0 SSD, Wi-Fi 7, Win 11 Pro, w/Mytrix Accessory - Blue",$,"2,099.00"
4,https://www.amazon.com/s?k=laptop&page=4,20251203,"DELL Inspiron 15 3530 Business Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1334U, 64GB RAM, 1TB SSD, Lifetime Microsoft Office 2024, Webcam, HDMI, Wi-Fi 6, Windows 11 Pro, Black",$,775.8
